Symbol,PN,Type,Date,Volatility,
NG,N/A,QMLE-Trade,2005-08-17,0.799865,0.050386759
NG,N/A,QMLE-Trade,2005-08-18,0.589718,0.037148742
NG,N/A,QMLE-Trade,2005-08-19,0.212551,0.013389454
NG,N/A,QMLE-Trade,2005-08-22,0.436362,0.027488222
NG,N/A,QMLE-Trade,2005-08-23,0.389074,0.024509358
NG,N/A,QMLE-Trade,2005-08-24,0.305939,0.019272345
NG,N/A,QMLE-Trade,2005-08-25,0.338255,0.021308062
NG,N/A,QMLE-Trade,2005-08-26,0.459106,0.02892096
NG,N/A,QMLE-Trade,2005-08-29,1.1143,0.070194302
NG,N/A,QMLE-Trade,2005-08-30,0.402088,0.025329163
NG,N/A,QMLE-Trade,2005-08-31,1.13266,0.071350873
NG,N/A,QMLE-Trade,2005-09-01,0.901318,0.056777697
NG,N/A,QMLE-Trade,2005-09-02,0.296146,0.018655444
NG,N/A,QMLE-Trade,2005-09-06,0.302081,0.019029314
NG,N/A,QMLE-Trade,2005-09-07,0.285198,0.017965785
NG,N/A,QMLE-Trade,2005-09-08,0.266156,0.016766252
NG,N/A,QMLE-Trade,2005-09-09,0.186058,0.011720552
NG,N/A,QMLE-Trade,2005-09-12,0.317482,0.019999486
NG,N/A,QMLE-Trade,2005-09-13,0.28136,0.017724014
NG,N/A,QMLE-Trade,2005-09-14,0.399739,0.02518119
NG,N/A,QMLE-Trade,2005-09-15,0.325642,0.020513518
NG,N/A,QMLE-Trade,2005-09-16,0.352215,0.022187459
NG,N/A,QMLE-Trade,2005-09-19,0.995822,0.06273089
NG,N/A,QMLE-Trade,2005-09-20,0.668961,0.042140582
NG,N/A,QMLE-Trade,2005-09-21,0.77373,0.048740409
NG,N/A,QMLE-Trade,2005-09-22,0.4957,0.031226165
NG,N/A,QMLE-Trade,2005-09-23,0.377789,0.02379847
NG,N/A,QMLE-Trade,2005-09-26,0.849913,0.053539487
NG,N/A,QMLE-Trade,2005-09-27,0.418165,0.026341919
NG,N/A,QMLE-Trade,2005-09-28,1.26567,0.079729716
NG,N/A,QMLE-Trade,2005-09-29,0.448078,0.028226261
NG,N/A,QMLE-Trade,2005-09-30,0.39345,0.02478502
NG,N/A,QMLE-Trade,2005-10-03,0.246825,0.015548514
NG,N/A,QMLE-Trade,2005-10-04,0.401783,0.02530995
NG,N/A,QMLE-Trade,2005-10-05,0.29179,0.018381042
NG,N/A,QMLE-Trade,2005-10-06,0.687001,0.043276995
NG,N/A,QMLE-Trade,2005-10-07,0.335223,0.021117064
NG,N/A,QMLE-Trade,2005-10-10,0.343315,0.021626812
NG,N/A,QMLE-Trade,2005-10-11,0.495542,0.031216212
NG,N/A,QMLE-Trade,2005-10-12,0.115492,0.007275312
NG,N/A,QMLE-Trade,2005-10-13,0.372965,0.023494587
NG,N/A,QMLE-Trade,2005-10-14,0.230781,0.014537837
NG,N/A,QMLE-Trade,2005-10-17,0.368377,0.02320557
NG,N/A,QMLE-Trade,2005-10-18,0.282763,0.017812395
NG,N/A,QMLE-Trade,2005-10-19,0.458115,0.028858532
NG,N/A,QMLE-Trade,2005-10-20,0.544287,0.034286858
NG,N/A,QMLE-Trade,2005-10-21,0.174785,0.01101042
NG,N/A,QMLE-Trade,2005-10-24,0.359845,0.022668104
NG,N/A,QMLE-Trade,2005-10-25,1.07028,0.067421303
NG,N/A,QMLE-Trade,2005-10-26,0.56189,0.035395743
NG,N/A,QMLE-Trade,2005-10-27,0.358925,0.02261015
NG,N/A,QMLE-Trade,2005-10-28,0.240304,0.015137729
NG,N/A,QMLE-Trade,2005-10-31,0.572003,0.036032802
NG,N/A,QMLE-Trade,2005-11-04,0.271244,0.017086766
NG,N/A,QMLE-Trade,2005-11-11,0.416838,0.026258326
NG,N/A,QMLE-Trade,2005-11-18,0.308111,0.019409169
NG,N/A,QMLE-Trade,2005-11-23,0.430185,0.027099108
NG,N/A,QMLE-Trade,2005-11-30,0.926654,0.058373715
NG,N/A,QMLE-Trade,2005-12-01,0.460968,0.029038255
NG,N/A,QMLE-Trade,2005-12-02,0.305454,0.019241793
NG,N/A,QMLE-Trade,2005-12-05,0.926493,0.058363573
NG,N/A,QMLE-Trade,2005-12-06,0.308371,0.019425547
NG,N/A,QMLE-Trade,2005-12-07,0.288112,0.01814935
NG,N/A,QMLE-Trade,2005-12-08,1.22036,0.076875454
NG,N/A,QMLE-Trade,2005-12-09,0.588229,0.037054944
NG,N/A,QMLE-Trade,2005-12-12,0.365659,0.023034352
NG,N/A,QMLE-Trade,2005-12-13,0.482121,0.030370768
NG,N/A,QMLE-Trade,2005-12-14,0.450469,0.02837688
NG,N/A,QMLE-Trade,2005-12-15,0.596851,0.037598079
NG,N/A,QMLE-Trade,2005-12-16,0.271977,0.017132941
NG,N/A,QMLE-Trade,2005-12-19,0.555677,0.035004361
NG,N/A,QMLE-Trade,2005-12-20,0.69726,0.043923251
NG,N/A,QMLE-Trade,2005-12-21,0.738438,0.046517222
NG,N/A,QMLE-Trade,2005-12-22,1.16571,0.073432828
NG,N/A,QMLE-Trade,2005-12-23,0.5285,0.033292371
NG,N/A,QMLE-Trade,2005-12-27,0.504659,0.031790529
NG,N/A,QMLE-Trade,2005-12-28,0.683731,0.043071005
NG,N/A,QMLE-Trade,2005-12-29,0.632372,0.039835692
NG,N/A,QMLE-Trade,2005-12-30,0.41916,0.026404598
NG,N/A,QMLE-Trade,2006-01-03,0.626151,0.039443805
NG,N/A,QMLE-Trade,2006-01-04,0.483399,0.030451275
NG,N/A,QMLE-Trade,2006-01-05,0.630668,0.03972835
NG,N/A,QMLE-Trade,2006-01-06,0.348715,0.02196698
NG,N/A,QMLE-Trade,2006-01-09,0.375658,0.02366423
NG,N/A,QMLE-Trade,2006-01-10,0.318675,0.020074638
NG,N/A,QMLE-Trade,2006-01-11,0.360045,0.022680703
NG,N/A,QMLE-Trade,2006-01-12,0.698124,0.043977678
NG,N/A,QMLE-Trade,2006-01-13,0.281885,0.017757086
NG,N/A,QMLE-Trade,2006-01-17,0.58563,0.036891222
NG,N/A,QMLE-Trade,2006-01-18,0.958902,0.060405148
NG,N/A,QMLE-Trade,2006-01-19,0.829042,0.052224737
NG,N/A,QMLE-Trade,2006-01-20,0.618332,0.038951255
NG,N/A,QMLE-Trade,2006-01-23,0.515772,0.032490582
NG,N/A,QMLE-Trade,2006-01-24,0.5609,0.035333379
NG,N/A,QMLE-Trade,2006-01-25,0.437875,0.027583532
NG,N/A,QMLE-Trade,2006-01-26,0.488395,0.030765993
NG,N/A,QMLE-Trade,2006-01-27,0.476692,0.030028773
NG,N/A,QMLE-Trade,2006-01-30,1.2662,0.079763103
NG,N/A,QMLE-Trade,2006-01-31,0.356766,0.022474146
NG,N/A,QMLE-Trade,2006-02-01,1.43751,0.090554618
NG,N/A,QMLE-Trade,2006-02-02,0.65456,0.041233404
NG,N/A,QMLE-Trade,2006-02-03,0.626415,0.039460436
NG,N/A,QMLE-Trade,2006-02-06,0.897789,0.056555391
NG,N/A,QMLE-Trade,2006-02-07,0.442487,0.027874061
NG,N/A,QMLE-Trade,2006-02-08,0.60914,0.038372213
NG,N/A,QMLE-Trade,2006-02-09,0.419396,0.026419465
NG,N/A,QMLE-Trade,2006-02-10,0.357827,0.022540982
NG,N/A,QMLE-Trade,2006-02-13,0.451757,0.028458016
NG,N/A,QMLE-Trade,2006-02-14,0.238848,0.01504601
NG,N/A,QMLE-Trade,2006-02-15,0.673846,0.042448308
NG,N/A,QMLE-Trade,2006-02-16,0.247381,0.015583538
NG,N/A,QMLE-Trade,2006-02-17,0.302619,0.019063205
NG,N/A,QMLE-Trade,2006-02-21,0.840249,0.052930712
NG,N/A,QMLE-Trade,2006-02-22,0.53772,0.033873176
NG,N/A,QMLE-Trade,2006-02-23,0.504384,0.031773205
NG,N/A,QMLE-Trade,2006-02-24,0.522061,0.032886752
NG,N/A,QMLE-Trade,2006-02-27,0.778948,0.049069112
NG,N/A,QMLE-Trade,2006-02-28,0.353444,0.022264879
NG,N/A,QMLE-Trade,2006-03-01,0.244562,0.015405958
NG,N/A,QMLE-Trade,2006-03-02,0.199872,0.012590753
NG,N/A,QMLE-Trade,2006-03-03,0.366025,0.023057408
NG,N/A,QMLE-Trade,2006-03-06,0.346688,0.021839291
NG,N/A,QMLE-Trade,2006-03-07,0.310884,0.019583851
NG,N/A,QMLE-Trade,2006-03-08,0.388296,0.024460349
NG,N/A,QMLE-Trade,2006-03-09,0.251511,0.015843704
NG,N/A,QMLE-Trade,2006-03-10,0.154573,0.009737184
NG,N/A,QMLE-Trade,2006-03-13,0.390965,0.02462848
NG,N/A,QMLE-Trade,2006-03-14,0.25425,0.016016245
NG,N/A,QMLE-Trade,2006-03-15,0.212338,0.013376037
NG,N/A,QMLE-Trade,2006-03-16,0.329016,0.02072606
NG,N/A,QMLE-Trade,2006-03-17,0.414332,0.026100463
NG,N/A,QMLE-Trade,2006-03-20,0.39544,0.024910379
NG,N/A,QMLE-Trade,2006-03-21,0.492759,0.031040899
NG,N/A,QMLE-Trade,2006-03-22,0.179878,0.011331249
NG,N/A,QMLE-Trade,2006-03-23,0.776734,0.048929643
NG,N/A,QMLE-Trade,2006-03-24,0.359571,0.022650844
NG,N/A,QMLE-Trade,2006-03-27,0.25593,0.016122075
NG,N/A,QMLE-Trade,2006-03-28,0.351692,0.022154514
NG,N/A,QMLE-Trade,2006-03-29,0.243408,0.015333263
NG,N/A,QMLE-Trade,2006-03-30,0.219371,0.013819074
NG,N/A,QMLE-Trade,2006-04-03,0.278358,0.017534906
NG,N/A,QMLE-Trade,2006-04-04,0.371351,0.023392914
NG,N/A,QMLE-Trade,2006-04-05,0.337748,0.021276124
NG,N/A,QMLE-Trade,2006-04-06,0.642229,0.040456624
NG,N/A,QMLE-Trade,2006-04-07,0.391767,0.024679001
NG,N/A,QMLE-Trade,2006-04-10,0.379669,0.023916899
NG,N/A,QMLE-Trade,2006-04-11,0.282851,0.017817938
NG,N/A,QMLE-Trade,2006-04-12,0.385601,0.02429058
NG,N/A,QMLE-Trade,2006-04-13,1.14403,0.072067116
NG,N/A,QMLE-Trade,2006-04-17,0.773563,0.048729889
NG,N/A,QMLE-Trade,2006-04-18,0.657096,0.041393157
NG,N/A,QMLE-Trade,2006-04-19,0.671822,0.042320808
NG,N/A,QMLE-Trade,2006-04-20,0.343669,0.021649112
NG,N/A,QMLE-Trade,2006-04-21,0.574169,0.036169247
NG,N/A,QMLE-Trade,2006-04-24,0.811181,0.0510996
NG,N/A,QMLE-Trade,2006-04-25,0.474865,0.029913683
NG,N/A,QMLE-Trade,2006-04-26,0.583169,0.036736194
NG,N/A,QMLE-Trade,2006-04-27,0.703441,0.044312618
NG,N/A,QMLE-Trade,2006-04-28,0.634939,0.039997397
NG,N/A,QMLE-Trade,2006-05-01,0.4278,0.026948867
NG,N/A,QMLE-Trade,2006-05-02,0.222879,0.014040057
NG,N/A,QMLE-Trade,2006-05-03,0.153079,0.009643071
NG,N/A,QMLE-Trade,2006-05-04,1.04934,0.066102207
NG,N/A,QMLE-Trade,2006-05-05,0.590392,0.0371912
NG,N/A,QMLE-Trade,2006-05-08,0.347259,0.021875261
NG,N/A,QMLE-Trade,2006-05-09,0.265892,0.016749622
NG,N/A,QMLE-Trade,2006-05-10,0.828057,0.052162688
NG,N/A,QMLE-Trade,2006-05-11,0.925839,0.058322375
NG,N/A,QMLE-Trade,2006-05-12,0.553303,0.034854813
NG,N/A,QMLE-Trade,2006-05-15,0.384779,0.024238799
NG,N/A,QMLE-Trade,2006-05-16,0.363009,0.022867418
NG,N/A,QMLE-Trade,2006-05-17,0.601635,0.037899443
NG,N/A,QMLE-Trade,2006-05-18,0.280815,0.017689682
NG,N/A,QMLE-Trade,2006-05-19,0.401196,0.025272972
NG,N/A,QMLE-Trade,2006-05-22,0.751797,0.047358759
NG,N/A,QMLE-Trade,2006-05-23,0.413035,0.026018759
NG,N/A,QMLE-Trade,2006-05-24,0.517498,0.03259931
NG,N/A,QMLE-Trade,2006-05-25,0.217916,0.013727418
NG,N/A,QMLE-Trade,2006-05-26,0.275408,0.017349073
NG,N/A,QMLE-Trade,2006-05-30,0.650864,0.041000578
NG,N/A,QMLE-Trade,2006-05-31,0.94983,0.059833666
NG,N/A,QMLE-Trade,2006-06-01,0.31218,0.019665492
NG,N/A,QMLE-Trade,2006-06-02,0.614238,0.038693357
NG,N/A,QMLE-Trade,2006-06-05,0.523911,0.033003291
NG,N/A,QMLE-Trade,2006-06-06,0.330402,0.02081337
NG,N/A,QMLE-Trade,2006-06-07,0.631759,0.039797076
NG,N/A,QMLE-Trade,2006-06-08,0.525918,0.03312972
NG,N/A,QMLE-Trade,2006-06-09,0.440106,0.027724072
NG,N/A,QMLE-Trade,2006-06-12,0.274872,0.017315308
NG,N/A,QMLE-Trade,2006-06-13,0.298978,0.018833844
NG,N/A,QMLE-Trade,2006-06-14,0.938841,0.059141424
NG,N/A,QMLE-Trade,2006-06-15,1.44124,0.090789586
NG,N/A,QMLE-Trade,2006-06-16,0.309915,0.01952281
NG,N/A,QMLE-Trade,2006-06-19,0.48741,0.030703944
NG,N/A,QMLE-Trade,2006-06-20,0.609138,0.038372087
NG,N/A,QMLE-Trade,2006-06-21,0.286476,0.018046292
NG,N/A,QMLE-Trade,2006-06-22,0.359955,0.022675034
NG,N/A,QMLE-Trade,2006-06-23,0.280045,0.017641177
NG,N/A,QMLE-Trade,2006-06-26,0.226019,0.014237859
NG,N/A,QMLE-Trade,2006-06-27,0.290383,0.01829241
NG,N/A,QMLE-Trade,2006-06-28,0.401602,0.025298548
NG,N/A,QMLE-Trade,2006-06-29,0.348025,0.021923514
NG,N/A,QMLE-Trade,2006-06-30,0.238429,0.015019615
NG,N/A,QMLE-Trade,2006-07-05,0.669607,0.042181276
NG,N/A,QMLE-Trade,2006-07-06,0.280352,0.017660516
NG,N/A,QMLE-Trade,2006-07-07,0.418514,0.026363904
NG,N/A,QMLE-Trade,2006-07-10,0.49095,0.030926943
NG,N/A,QMLE-Trade,2006-07-11,0.427825,0.026950442
NG,N/A,QMLE-Trade,2006-07-12,0.372603,0.023471783
NG,N/A,QMLE-Trade,2006-07-13,0.821427,0.051745037
NG,N/A,QMLE-Trade,2006-07-14,0.277734,0.017495597
NG,N/A,QMLE-Trade,2006-07-17,1.16973,0.073686064
NG,N/A,QMLE-Trade,2006-07-18,0.748295,0.047138154
NG,N/A,QMLE-Trade,2006-07-19,0.588553,0.037075354
NG,N/A,QMLE-Trade,2006-07-20,0.309741,0.019511849
NG,N/A,QMLE-Trade,2006-07-21,0.690566,0.043501569
NG,N/A,QMLE-Trade,2006-07-24,0.743734,0.046850838
NG,N/A,QMLE-Trade,2006-07-25,0.813158,0.051224139
NG,N/A,QMLE-Trade,2006-07-26,0.77897,0.049070498
NG,N/A,QMLE-Trade,2006-07-27,0.374499,0.02359122
NG,N/A,QMLE-Trade,2006-07-28,0.472252,0.02974908
NG,N/A,QMLE-Trade,2006-07-31,1.05502,0.066460013
NG,N/A,QMLE-Trade,2006-08-01,1.62609,0.102434042
NG,N/A,QMLE-Trade,2006-08-02,1.0448,0.065816214
NG,N/A,QMLE-Trade,2006-08-03,0.629805,0.039673986
NG,N/A,QMLE-Trade,2006-08-04,0.364076,0.022934632
NG,N/A,QMLE-Trade,2006-08-07,0.606042,0.038177058
NG,N/A,QMLE-Trade,2006-08-08,0.783199,0.0493369
NG,N/A,QMLE-Trade,2006-08-09,0.51969,0.032737393
NG,N/A,QMLE-Trade,2006-08-10,0.614442,0.038706208
NG,N/A,QMLE-Trade,2006-08-11,0.502262,0.031639532
NG,N/A,QMLE-Trade,2006-08-14,0.439564,0.027689929
NG,N/A,QMLE-Trade,2006-08-15,0.276801,0.017436824
NG,N/A,QMLE-Trade,2006-08-16,0.639112,0.040260272
NG,N/A,QMLE-Trade,2006-08-17,0.331891,0.020907168
NG,N/A,QMLE-Trade,2006-08-18,0.542689,0.034186194
NG,N/A,QMLE-Trade,2006-08-21,0.495934,0.031240905
NG,N/A,QMLE-Trade,2006-08-22,0.678598,0.042747656
NG,N/A,QMLE-Trade,2006-08-23,0.429384,0.02704865
NG,N/A,QMLE-Trade,2006-08-24,0.581473,0.036629356
NG,N/A,QMLE-Trade,2006-08-25,0.871881,0.05492334
NG,N/A,QMLE-Trade,2006-08-28,0.674816,0.042509412
NG,N/A,QMLE-Trade,2006-08-29,0.738169,0.046500276
NG,N/A,QMLE-Trade,2006-08-30,1.02485,0.064559482
NG,N/A,QMLE-Trade,2006-08-31,0.600505,0.037828259
NG,N/A,QMLE-Trade,2006-09-01,0.711002,0.044788916
NG,N/A,QMLE-Trade,2006-09-05,0.739267,0.046569444
NG,N/A,QMLE-Trade,2006-09-06,0.481489,0.030330956
NG,N/A,QMLE-Trade,2006-09-07,0.524023,0.033010346
NG,N/A,QMLE-Trade,2006-09-08,0.521237,0.032834845
NG,N/A,QMLE-Trade,2006-09-11,0.759063,0.047816474
NG,N/A,QMLE-Trade,2006-09-12,0.722862,0.045536026
NG,N/A,QMLE-Trade,2006-09-13,0.810594,0.051062622
NG,N/A,QMLE-Trade,2006-09-14,0.791292,0.049846711
NG,N/A,QMLE-Trade,2006-09-15,1.04873,0.06606378
NG,N/A,QMLE-Trade,2006-09-18,0.995007,0.062679549
NG,N/A,QMLE-Trade,2006-09-19,0.757409,0.047712282
NG,N/A,QMLE-Trade,2006-09-20,0.709259,0.044679117
NG,N/A,QMLE-Trade,2006-09-21,0.913478,0.057543705
NG,N/A,QMLE-Trade,2006-09-22,0.675117,0.042528374
NG,N/A,QMLE-Trade,2006-09-25,0.555541,0.034995794
NG,N/A,QMLE-Trade,2006-09-26,0.704409,0.044373596
NG,N/A,QMLE-Trade,2006-09-27,0.697063,0.043910842
NG,N/A,QMLE-Trade,2006-09-28,0.733021,0.046175983
NG,N/A,QMLE-Trade,2006-09-29,0.656043,0.041326824
NG,N/A,QMLE-Trade,2006-10-02,0.647426,0.040784004
NG,N/A,QMLE-Trade,2006-10-03,0.617204,0.038880197
NG,N/A,QMLE-Trade,2006-10-04,0.69537,0.043804193
NG,N/A,QMLE-Trade,2006-10-05,0.700623,0.0441351
NG,N/A,QMLE-Trade,2006-10-06,0.715895,0.045097146
NG,N/A,QMLE-Trade,2006-10-09,0.661849,0.041692568
NG,N/A,QMLE-Trade,2006-10-10,0.710399,0.044750931
NG,N/A,QMLE-Trade,2006-10-11,0.617597,0.038904954
NG,N/A,QMLE-Trade,2006-10-12,0.74759,0.047093743
NG,N/A,QMLE-Trade,2006-10-13,0.596673,0.037586866
NG,N/A,QMLE-Trade,2006-10-16,0.830482,0.052315449
NG,N/A,QMLE-Trade,2006-10-17,0.918783,0.057877889
NG,N/A,QMLE-Trade,2006-10-18,1.07261,0.067568079
NG,N/A,QMLE-Trade,2006-10-19,0.822784,0.05183052
NG,N/A,QMLE-Trade,2006-10-20,0.713867,0.044969394
NG,N/A,QMLE-Trade,2006-10-23,0.706326,0.044494356
NG,N/A,QMLE-Trade,2006-10-24,0.650372,0.040969585
NG,N/A,QMLE-Trade,2006-10-25,0.725335,0.04569181
NG,N/A,QMLE-Trade,2006-10-26,0.827352,0.052118277
NG,N/A,QMLE-Trade,2006-10-27,0.659971,0.041574265
NG,N/A,QMLE-Trade,2006-10-30,0.540974,0.034078159
NG,N/A,QMLE-Trade,2006-10-31,0.64918,0.040894496
NG,N/A,QMLE-Trade,2006-11-01,0.694601,0.04375575
NG,N/A,QMLE-Trade,2006-11-02,0.685789,0.043200646
NG,N/A,QMLE-Trade,2006-11-03,0.678467,0.042739404
NG,N/A,QMLE-Trade,2006-11-06,0.550915,0.034704383
NG,N/A,QMLE-Trade,2006-11-07,0.637108,0.040134032
NG,N/A,QMLE-Trade,2006-11-08,0.662692,0.041745672
NG,N/A,QMLE-Trade,2006-11-09,0.597628,0.037647025
NG,N/A,QMLE-Trade,2006-11-10,0.398703,0.025115928
NG,N/A,QMLE-Trade,2006-11-13,0.573725,0.036141278
NG,N/A,QMLE-Trade,2006-11-14,0.519511,0.032726117
NG,N/A,QMLE-Trade,2006-11-15,0.485731,0.030598177
NG,N/A,QMLE-Trade,2006-11-16,0.482784,0.030412533
NG,N/A,QMLE-Trade,2006-11-17,0.52702,0.033199139
NG,N/A,QMLE-Trade,2006-11-20,0.520855,0.032810781
NG,N/A,QMLE-Trade,2006-11-21,0.405062,0.025516508
NG,N/A,QMLE-Trade,2006-11-22,0.343873,0.021661963
NG,N/A,QMLE-Trade,2006-11-27,0.47199,0.029732575
NG,N/A,QMLE-Trade,2006-11-28,0.37835,0.02383381
NG,N/A,QMLE-Trade,2006-11-29,0.544529,0.034302103
NG,N/A,QMLE-Trade,2006-11-30,0.631013,0.039750083
NG,N/A,QMLE-Trade,2006-12-01,0.452925,0.028531593
NG,N/A,QMLE-Trade,2006-12-04,0.399064,0.025138669
NG,N/A,QMLE-Trade,2006-12-05,0.493676,0.031098665
NG,N/A,QMLE-Trade,2006-12-06,0.432824,0.027265349
NG,N/A,QMLE-Trade,2006-12-07,0.430977,0.027148999
NG,N/A,QMLE-Trade,2006-12-08,0.427097,0.026904582
NG,N/A,QMLE-Trade,2006-12-11,0.394334,0.024840707
NG,N/A,QMLE-Trade,2006-12-12,0.452795,0.028523404
NG,N/A,QMLE-Trade,2006-12-13,0.508172,0.032011827
NG,N/A,QMLE-Trade,2006-12-14,0.499247,0.031449605
NG,N/A,QMLE-Trade,2006-12-15,0.337982,0.021290865
NG,N/A,QMLE-Trade,2006-12-18,0.349697,0.02202884
NG,N/A,QMLE-Trade,2006-12-19,0.46181,0.029091296
NG,N/A,QMLE-Trade,2006-12-20,0.390126,0.024575628
NG,N/A,QMLE-Trade,2006-12-21,0.489834,0.030856642
NG,N/A,QMLE-Trade,2006-12-22,0.36254,0.022837873
NG,N/A,QMLE-Trade,2006-12-26,0.541468,0.034109278
NG,N/A,QMLE-Trade,2006-12-27,0.406341,0.025597077
NG,N/A,QMLE-Trade,2006-12-28,0.453797,0.028586524
NG,N/A,QMLE-Trade,2006-12-29,0.581281,0.036617261
NG,N/A,QMLE-Trade,2007-01-02,0.378877,0.023867008
NG,N/A,QMLE-Trade,2007-01-03,0.518016,0.032631941
NG,N/A,QMLE-Trade,2007-01-04,0.515142,0.032450896
NG,N/A,QMLE-Trade,2007-01-05,0.538028,0.033892578
NG,N/A,QMLE-Trade,2007-01-08,0.519814,0.032745204
NG,N/A,QMLE-Trade,2007-01-09,0.543859,0.034259897
NG,N/A,QMLE-Trade,2007-01-10,0.531064,0.033453887
NG,N/A,QMLE-Trade,2007-01-11,0.562731,0.035448721
NG,N/A,QMLE-Trade,2007-01-12,0.543182,0.03421725
NG,N/A,QMLE-Trade,2007-01-16,0.650124,0.040953963
NG,N/A,QMLE-Trade,2007-01-17,0.520942,0.032816261
NG,N/A,QMLE-Trade,2007-01-18,0.53155,0.033484503
NG,N/A,QMLE-Trade,2007-01-19,0.569571,0.0358796
NG,N/A,QMLE-Trade,2007-01-22,0.650645,0.040986782
NG,N/A,QMLE-Trade,2007-01-23,0.620099,0.039062565
NG,N/A,QMLE-Trade,2007-01-24,0.583206,0.036738525
NG,N/A,QMLE-Trade,2007-01-25,0.560712,0.035321536
NG,N/A,QMLE-Trade,2007-01-26,0.509201,0.032076648
NG,N/A,QMLE-Trade,2007-01-29,0.569509,0.035875695
NG,N/A,QMLE-Trade,2007-01-30,0.633935,0.039934151
NG,N/A,QMLE-Trade,2007-01-31,0.729795,0.045972764
NG,N/A,QMLE-Trade,2007-02-01,0.920053,0.057957891
NG,N/A,QMLE-Trade,2007-02-02,0.574373,0.036182098
NG,N/A,QMLE-Trade,2007-02-05,0.675224,0.042535114
NG,N/A,QMLE-Trade,2007-02-06,0.563672,0.035507998
NG,N/A,QMLE-Trade,2007-02-07,0.492058,0.03099674
NG,N/A,QMLE-Trade,2007-02-08,0.542735,0.034189091
NG,N/A,QMLE-Trade,2007-02-09,0.511149,0.03219936
NG,N/A,QMLE-Trade,2007-02-12,0.511031,0.032191927
NG,N/A,QMLE-Trade,2007-02-13,0.466527,0.029388439
NG,N/A,QMLE-Trade,2007-02-14,0.497293,0.031326514
NG,N/A,QMLE-Trade,2007-02-15,0.485388,0.03057657
NG,N/A,QMLE-Trade,2007-02-16,0.405583,0.025549327
NG,N/A,QMLE-Trade,2007-02-20,0.45364,0.028576634
NG,N/A,QMLE-Trade,2007-02-21,0.469098,0.029550396
NG,N/A,QMLE-Trade,2007-02-22,0.441387,0.027804767
NG,N/A,QMLE-Trade,2007-02-23,0.342816,0.021595378
NG,N/A,QMLE-Trade,2007-02-26,0.366757,0.023103519
NG,N/A,QMLE-Trade,2007-02-27,0.469549,0.029578807
NG,N/A,QMLE-Trade,2007-02-28,0.403608,0.025424914
NG,N/A,QMLE-Trade,2007-03-01,0.474537,0.029893021
NG,N/A,QMLE-Trade,2007-03-02,0.30456,0.019185477
NG,N/A,QMLE-Trade,2007-03-05,0.367506,0.023150702
NG,N/A,QMLE-Trade,2007-03-06,0.34371,0.021651695
NG,N/A,QMLE-Trade,2007-03-07,0.381618,0.024039674
NG,N/A,QMLE-Trade,2007-03-08,0.371228,0.023385166
NG,N/A,QMLE-Trade,2007-03-09,0.282892,0.017820521
NG,N/A,QMLE-Trade,2007-03-12,0.311214,0.019604639
NG,N/A,QMLE-Trade,2007-03-13,0.330386,0.020812362
NG,N/A,QMLE-Trade,2007-03-14,0.372277,0.023451247
NG,N/A,QMLE-Trade,2007-03-15,0.288072,0.01814683
NG,N/A,QMLE-Trade,2007-03-16,0.239892,0.015111776
NG,N/A,QMLE-Trade,2007-03-19,0.203932,0.012846508
NG,N/A,QMLE-Trade,2007-03-20,0.253731,0.015983551
NG,N/A,QMLE-Trade,2007-03-21,0.26742,0.016845877
NG,N/A,QMLE-Trade,2007-03-22,0.367437,0.023146355
NG,N/A,QMLE-Trade,2007-03-23,0.271284,0.017089286
NG,N/A,QMLE-Trade,2007-03-26,0.274587,0.017297355
NG,N/A,QMLE-Trade,2007-03-27,0.450554,0.028382234
NG,N/A,QMLE-Trade,2007-03-28,0.348066,0.021926097
NG,N/A,QMLE-Trade,2007-03-29,0.342189,0.021555881
NG,N/A,QMLE-Trade,2007-03-30,0.231713,0.014596547
NG,N/A,QMLE-Trade,2007-04-02,0.30926,0.019481549
NG,N/A,QMLE-Trade,2007-04-03,0.309413,0.019491187
NG,N/A,QMLE-Trade,2007-04-04,0.329399,0.020750187
NG,N/A,QMLE-Trade,2007-04-05,0.290974,0.018329639
NG,N/A,QMLE-Trade,2007-04-09,0.298152,0.018781811
NG,N/A,QMLE-Trade,2007-04-10,0.373318,0.023516824
NG,N/A,QMLE-Trade,2007-04-11,0.340231,0.021432538
NG,N/A,QMLE-Trade,2007-04-12,0.341343,0.021502588
NG,N/A,QMLE-Trade,2007-04-13,0.295739,0.018629806
NG,N/A,QMLE-Trade,2007-04-16,0.269134,0.016953848
NG,N/A,QMLE-Trade,2007-04-17,0.313156,0.019726974
NG,N/A,QMLE-Trade,2007-04-18,0.277079,0.017454336
NG,N/A,QMLE-Trade,2007-04-19,0.500008,0.031497543
NG,N/A,QMLE-Trade,2007-04-20,0.218595,0.013770191
NG,N/A,QMLE-Trade,2007-04-23,0.299023,0.018836678
NG,N/A,QMLE-Trade,2007-04-24,0.373203,0.023509579
NG,N/A,QMLE-Trade,2007-04-25,0.287524,0.01811231
NG,N/A,QMLE-Trade,2007-04-26,0.309121,0.019472793
NG,N/A,QMLE-Trade,2007-04-27,0.349905,0.022041943
NG,N/A,QMLE-Trade,2007-04-30,0.320382,0.020182169
NG,N/A,QMLE-Trade,2007-05-01,0.305694,0.019256912
NG,N/A,QMLE-Trade,2007-05-02,0.209662,0.013207465
